|Job Title|Location|Date|Link|Job Attributes|Job Description
24|DevOps Engineer - New Position! Remote, in the office when it's safe|Newton, MA|Mar 29|https://boston.craigslist.org/gbs/sof/d/newton-devops-engineer-new-position/7298826408.html|"
compensation: Excellent compensation and benefits package!  Medical and dental start on day 1 of employment!

employment type: full-time

"|"

QR Code Link to This Post


Powerhouse Dynamics (PhD), a Middleby company, is a growing and innovative firm operating at the intersection between food-tech and clean-tech – and that growth has resulted in the need to expand our DevOps capabilities and bring on board a high energy DevOps Engineer.

PhD delivers customer-proven, IoT-based solutions that help restaurants, retailers, and other multi-site organizations better manage their equipment, lower costs, reduce energy consumption, enhance food safety and quality, and achieve their sustainability goals. SiteSage® and Open Kitchen® have been adopted by numerous major brands at thousands of their locations, including Arby's, Dunkin’ Donuts, Buffalo Wild Wings, Texas Roadhouse, Pizza Hut, Ann Taylor, Five Below, Lush Cosmetics, and many more.

The successful candidate will work closely with the Chief Architect and other members of the software development team to deliver the highest level of software quality and services in a high availability environment.

Responsibilities will include but not be limited to:
•	Manage cloud infrastructure to ensure high availability, security, and performance
•	Work with agile development team to ensure the delivery of highest quality software in rapid cycles
•	Identify, trouble-shoot, and resolve technical or systems issues
•	Optimize public cloud costs
•	Implement and maintain the company’s relevant information security policies and support the annual PCI audit process

Qualifications:
•	3+ years in DevOps or equivalent experience
•	In-depth experience with public cloud services (AWS preferred)
•	System administrator experience on Linux servers and strong command line skills
•	Thorough understanding of network infrastructure and concepts (VPNs, routers and routing protocols, TCP/IP, IPv4 andv6, UDP, OSI layers, etc.)
•	Experience reading and/or developing scripts in Bash, PHP, NodeJS, Python or similar languages
•	Proficiency with Git, including branching and merging strategies
•	Experience managing MySQL or equivalent databases
•	Experience working in Agile environments
•	Experience with supporting and managing PCI, GDPR, or similar cloud security policies a plus
•	Strong written and verbal communication skills
•	Strong problem-solving skills and the ability to learn and apply new technologies
•	Self-motivated and detail oriented individual with a strong sense of ownership

We offer an excellent compensation and benefits package including medical, dental, vision, PTO, a 401K and more!  Benefits start on your first day of employment.  We believe in a work/life balance! 

No relocation available.

Do you want to be part of a dynamic, growing organization?  Come work with us to help our customers achieve higher profitability, lower energy costs, and more sustainable operations!

To apply, please email your resume and salary requirements with the subject “DevOps Engineer” to: Jobs@powerhousedynamics.com

No phone calls or third parties please. Powerhouse Dynamics is an equal opportunity employer.


"
25|Senior Software Engineer/Team Coordinator|Woburn|Mar 29|https://boston.craigslist.org/nwb/sof/d/woburn-senior-software-engineer-team/7298798871.html|"
compensation: Not Specified

employment type: full-time

"|"

QR Code Link to This Post


Senior Software Engineer/Team Coordinator (Auriga, Inc. – Woburn, MA) Propose, develop and deploy technical solutions for business needs related to medical device software. Work with customers as well as sales and engineering teams to create software designs, source code, and technical documentation that fulfill customer needs. Coordinate work performed by remote and external project team members. Perform research and development activities requiring physical access to equipment. Develop prototypes to estimate the feasibility of different design approaches and evaluate technologies to use in future projects. Review software code and other artefacts created by other team members to ensure compliance with internal and external regulatory standards.

Requires Bachelor’s degree (or foreign equivalent) in Computer Science, Computer Engineering or a related field and 7 years of experience in the job offered or in medical device software development. In lieu of a Bachelor’s degree in stated field, will accept 2 additional years of experience in the job offered or in medical device software development.

Must have 5 years of experience in each of the following: programming with C or C++ using Active Template Library (ATL), Qt and .NET frameworks; working in Linux, Windows or similar mature operating system on kernel and application levels; working in VxWorks, ThreadX or other real-time operation system; working on software architecture, multithreaded programming, networking, enterprise development or database development; embedded hardware platforms including SOC, FPGA, ARM and x86; utilizing software development methodologies (including Agile or Scrum) as well as software development standards (including CMMI or ISO 9001); quality management systems for medical equipment based on IEC 62304 and ISO 13485 medical device software standards; and, technical project management including coordinating work for multicultural remote teams. Experience may be gained concurrently.

Please send resumes to Auriga, Inc., Yuri Kirkel, 400 TradeCenter, Suite 5900, Woburn, MA 01801. Reference JobID: 4964485.    "
26|✭✭✭Become a Web Developer. No Experience Needed (Remote)|N/A|Mar 28|https://boston.craigslist.org/gbs/sof/d/boston-become-web-developer-no/7298474884.html|"
compensation: $60,000-$120,000 depending on the company

employment type: full-time

telecommuting ok

"|"

QR Code Link to This Post


Start your next career in tech by joining Career Karma where we will help you prepare to become a Software Developer and help you get accepted into top Software job training programs. Career Karma is always free.

Average graduate salaries range between $60,000-120,000 per year in Coding, Design, Data Science roles. 

👉How to apply:  fill out this 1 minute form

What is Career Karma?
Career Karma is a free service that helps you explore courses and connect with other students like you, taking online courses to learn new in-demand skills. In less than 30 days, we will help you discover tech careers, prepare and get accepted into top job training programs in Boston.

We’ve helped thousands of people get high paying jobs in less than 12 months. Check out the story of Kesha Lake, who is a mom and music teacher. She joined Career Karma in January 2019 by November 2019, we helped her get a  Remote Software Engineering job making $98,000 working for StitchFix. 

📺Here is a video with our founder Ruben Harris on CNBC explaining how we have helped 100,000 Americans get jobs in technology.


Who is this for:
- Desire to acquire a new high in demand skill (like coding, design, cyber security, data science and analytics, and sales)
- Have a high level of motivation, energy, and attitude


Other highlights:
- No previous experience in technology
- No degree necessary
- No upfront deposit or fees to Join Career Karma. Completely FREE
- No one is too young or too old
- Diverse backgrounds is a plus

👉How to apply:  fill out this 1 minute form



"
27|Front / Backend Website Developer Team|(Local or Remote USA ONLY)|Mar 28|https://boston.craigslist.org/gbs/sof/d/boston-front-backend-website-developer/7298302297.html|"
compensation: Contract Based

employment type: contract

telecommuting ok

"|"

QR Code Link to This Post


NO FOREIGN APPLICANTS ACCEPTED - I am looking to build a Local or Remote team in the USA.

Company Introduction

Software development company in start-up mode with a software product that has been proven to be able to outperform its competitors in the market. We are looking for a self-starter, dynamic, fun, and creative developer/team to join our team.

Job Description

We are looking for a team of Web Developers with varied skills responsible for managing the interchange of data between the server and the web and mobile users, as well as translating the UI/UX design wireframes and PSD’s to actual code that will produce the visual elements of the application. You will also design the overall architecture of the web application and evolve it to ensure maximum performance and stability. We are looking to develop a SaaS subscription-based application that will also be tied into a mobile application for Android and iOS.

Responsibilities

• Make best recommendations based on proof of concept presentation to the leadership group for decision making for environmental, software, custom-written functions, and hardware needs.
• Installation, design, and development of the overall architecture of the web application
• Implementation of a robust set of services and APIs to power the web application in the AWS environment
• Building reusable code and libraries for future use and development
• Optimization of the application for maximum speed and scalability for the next generation of the product (to be discussed)
• Implementation of security and data protection
• Translation of UI/UX wireframes to visual elements by the development of them into frontend/backend API’s
• Integration of the front-end and back-end aspects of the web application
• Document the entire installation, configuration, software, keys to all software products, login credentials, and environment setup, changelog maintained, with versioning technique.
• Creating user documentation and help pop-ups in the application on page and fields
• Create/maintain all system custom feature documentation
• All custom feature development front/backend and searching for possible public-domain features
• Development/Installation of all plug-in’s
• Attending all daily Scrum Meetings, taking meeting notes, providing updates and reporting any blocks, and recording the next steps of the project plan
• Updating Project Plan as requested
• Completing Spreadsheets with information as requested
• Utilizing Slack for all daily constant communications, Clickup for our Project Management Tool, Wiki documentation Tool, and utilize Video Conference for meetings.

Skills and Qualifications

• Must have solid experience with AWS Services and ability to make environmental recommendations
• Must have experience with MongoDB installation
• Must have solid experience with SaaS Subscription Services and familiar with application KillBill for subscription processing and plug-in creation and application.
• Understanding differences between multiple delivery platforms (such as mobile vs, desktop), and optimizing output to match the specific platform
• Good understanding of server-side templating languages React, Node.js
• Good understanding of server-side CSS preprocessors
• Creating database schemas that represent and support business processes
• Management of hosting environment, including database administration and scaling an application to support load changes
• Understanding of fundamental design principles behind a scalable application
• Ability to implement automated testing platforms and unit tests
• Good understanding of advanced JavaScript libraries and frameworks such as AngularJS, ReactJS, Node.js
• Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery
• Basic knowledge of image authoring tools, ability to crop, resize, or perform small adjustments on an image. Familiarity with tools such as Gimp or Photoshop is a plus.
• Proficient understanding of code versioning tools e.g. Git, Mercurial or SVN
Must have at least 5+ years in advanced software development
• MUST HAVE SOLID experience with at least 3 installations of ThemeForest’s React Theme ‘Fuse’ or very similar React Theme exploiting most all of its features and many customizations of the theme
• Must have complete clear and concise command of the English language in both written, spoken, and available for video conference calls.

Personal Skills

I’m looking for a passionate person who is looking to get involved in the development of this project. You have just found the project that you can love and put your heart and soul into because you truly believe in its success. Because it will be. We are a small team that is excited about the success of this product and how it is going to come alive right in front of us! You’re not working with blindfolds, you’re a true team player, your in constant communication, you’re into Slack, Google Meetings, Live Interaction, Throwing out ideas during Scrum meetings, Working through those barriers, Bring new ideas by exploiting and pushing to the limits of our applications and all along having fun! The person whom we hire, the hope is they will be here for the long run as the application will always grow. My vow to my clients will be that there will be new features improved upon or released every month so this product will not stay stagnant and we will listen to our users for feedback and let the prominent requests rise to the top in a voting manner.

Those interested in this exciting project, must submit a detailed resume of each person on their team, and be prepared to sign an NDA for further discussions and shared information should you be chosen to be part of the selection process.    "
28|✭✭✭Become a Web Developer. No Experience Needed (Remote)|N/A|Mar 28|https://boston.craigslist.org/gbs/sof/d/boston-become-web-developer-no/7298217510.html|"
compensation: $60,000-$120,000 depending on the company

employment type: full-time

telecommuting ok

"|"

QR Code Link to This Post


Start your next career in tech by joining Career Karma where we will help you prepare to become a Software Developer and help you get accepted into top Software job training programs. Career Karma is always free.

Average graduate salaries range between $60,000-120,000 per year in Coding, Design, Data Science roles. 

👉How to apply:  fill out this 1 minute form

What is Career Karma?
Career Karma is a free service that helps you explore courses and connect with other students like you, taking online courses to learn new in-demand skills. In less than 30 days, we will help you discover tech careers, prepare and get accepted into top job training programs in San Francisco.

We’ve helped thousands of people get high paying jobs in less than 12 months. Check out the story of Kesha Lake, who is a mom and music teacher. She joined Career Karma in January 2019 by November 2019, we helped her get a  Remote Software Engineering job making $98,000 working for StitchFix. 

📺Here is a video with our founder Ruben Harris on CNBC explaining how we have helped 100,000 Americans get jobs in technology.


Who is this for:
- Desire to acquire a new high in demand skill (like coding, design, cyber security, data science and analytics, and sales)
- Have a high level of motivation, energy, and attitude


Other highlights:
- No previous experience in technology`
- No degree necessary
- No upfront deposit or fees to Join Career Karma. Completely FREE
- No one is too young or too old
- Diverse backgrounds is a plus

👉How to apply:  fill out this 1 minute form


 "
29|Cyber Security Analysts! Earn $56,000-$117,000 per year!|Boston, MA|Mar 28|https://boston.craigslist.org/gbs/sof/d/brookline-cyber-security-analysts-earn/7298169719.html|"
compensation: Certified Cyber Security Analysts earn $56,000-$117,000 per year!

employment type: full-time

"|"

QR Code Link to This Post


*There will be 3.5 million unfilled Cyber Security jobs by 2022 (Forbes/CSO report)
*There are currently 1 million unfilled IT jobs right now (U.S. Department of Labor Stat)
*Cyber security professionals report an average salary of $116,000 (Bureau of Labor Statistics)

Train NOW, GET certified NOW, GET HIRED and PAY LATER in as little as 4 - 6 weeks. Day, Evening and Live remote/hands-on instructor led training classes where we bring the live training right to your desktop! Special tuition deferment plans allow you to train NOW, get certified NOW, get HIRED and PAY later!

Whether you are looking to get into IT or looking to advance your current IT career, our Cyber security training, certification and job placement program has helped thousands of professionals ""Change their lives while advancing their careers."" You can earn 4-6 certifications in as little as 4-6 weeks (Security+, A+, Network+, Certified Cyber Security Analyst, Certified Ethical Hacker, Cisco CCNA and Microsoft certifications). Live remote training where we bring the live training and certification right to you! Special tuition deferment program that allows you to TRAIN now, get CERTIFIED now, get HIRED and PAY later.

Reply to this ad and click on the link below and fill out the form:

https://nhorlando.lpages.co/tuition-deferment-orl2021cl/ "
30|✭✭✭Become a Web Developer. No Experience Needed (Remote)|N/A|Mar 26|https://boston.craigslist.org/gbs/sof/d/boston-become-web-developer-no/7297396536.html|"
compensation: $60,000-$120,000 depending on the company

employment type: full-time

telecommuting ok

"|"

QR Code Link to This Post


Start your next career in tech by joining Career Karma where we will help you prepare to become a Software Developer and help you get accepted into top Software job training programs. Career Karma is always free.

Average graduate salaries range between $60,000-120,000 per year in Coding, Design, Data Science roles. 

👉How to apply:  fill out this 1 minute form

What is Career Karma?
Career Karma is a free service that helps you explore courses and connect with other students like you, taking online courses to learn new in-demand skills. In less than 30 days, we will help you discover tech careers, prepare and get accepted into top job training programs in Boston.

We’ve helped thousands of people get high paying jobs in less than 12 months. Check out the story of Kesha Lake, who is a mom and music teacher. She joined Career Karma in January 2019 by November 2019, we helped her get a  Remote Software Engineering job making $98,000 working for StitchFix. 

📺Here is a video with our founder Ruben Harris on CNBC explaining how we have helped 100,000 Americans get jobs in technology.


Who is this for:
- Desire to acquire a new high in demand skill (like coding, design, cyber security, data science and analytics, and sales)
- Have a high level of motivation, energy, and attitude


Other highlights:
- No previous experience in technology
- No degree necessary
- No upfront deposit or fees to Join Career Karma. Completely FREE
- No one is too young or too old
- Diverse backgrounds is a plus

👉How to apply:  fill out this 1 minute form



"
31|✭✭✭Become a Web Developer. No Experience Needed (Remote)|N/A|Mar 25|https://boston.craigslist.org/gbs/sof/d/boston-become-web-developer-no/7296925982.html|"
compensation: $60,000-$120,000 depending on the company

employment type: full-time

telecommuting ok

"|"

QR Code Link to This Post


Start your next career in tech by joining Career Karma where we will help you prepare to become a Software Developer and help you get accepted into top Software job training programs. Career Karma is always free.

Average graduate salaries range between $60,000-120,000 per year in Coding, Design, Data Science roles. 

👉How to apply:  fill out this 1 minute form

What is Career Karma?
Career Karma is a free service that helps you explore courses and connect with other students like you, taking online courses to learn new in-demand skills. In less than 30 days, we will help you discover tech careers, prepare and get accepted into top job training programs in San Francisco.

We’ve helped thousands of people get high paying jobs in less than 12 months. Check out the story of Kesha Lake, who is a mom and music teacher. She joined Career Karma in January 2019 by November 2019, we helped her get a  Remote Software Engineering job making $98,000 working for StitchFix. 

📺Here is a video with our founder Ruben Harris on CNBC explaining how we have helped 100,000 Americans get jobs in technology.


Who is this for:
- Desire to acquire a new high in demand skill (like coding, design, cyber security, data science and analytics, and sales)
- Have a high level of motivation, energy, and attitude


Other highlights:
- No previous experience in technology`
- No degree necessary
- No upfront deposit or fees to Join Career Karma. Completely FREE
- No one is too young or too old
- Diverse backgrounds is a plus

👉How to apply:  fill out this 1 minute form


 "
32|Software Engineer|Remote|Mar 25|https://boston.craigslist.org/gbs/sof/d/andover-software-engineer/7296729470.html|"
compensation: To Be Discussed

employment type: full-time

"|"

QR Code Link to This Post



Join Hired and find your dream job as a Software Engineer at one of 10,000+ companies looking for candidates just like you.
This is a role that fuses both creative and practical concerns, as these engineers are responsible for everything the website user encounters, including scrolling functions and graphics, as well as creating the logic, database interactions and server configuration on the application's backend.

Responsibilities Include:

The development and maintenance of client-side and server-side applications.
Working with other web developers as well as marketing teams and engineers to ensure the right look and necessary features are included in your work.
Designing tests that will be implemented to keep software functional.
Stay on top of expanding technologies and engineering trends.



Companies on Hired apply to you, not the other way around. You'll receive salary and compensation details upfront - before the interview - and be able to choose from a variety of industries you're interested in, to find a job You'll love in less than 2 weeks.
To Learn More and Apply: Click Here "
33|Guitar Test Technician|Woburn|Mar 24|https://boston.craigslist.org/gbs/sof/d/woburn-guitar-test-technician/7296377572.html|"
compensation: DOE

employment type: full-time

"|"

QR Code Link to This Post


Get in on the ground floor with a fast-growing music technology firm.  We need a competent and flexible person to help us with a wide variety of customer-oriented tasks from final testing of products to shipping and receiving.  Being a guitar player is a big plus.

Requirements: 
•	Previous warehousing experience 
•	Communication Skills – written and verbal.
•	Computer skills 
•	Some lifting (40 LBS) required.
•	Team player 
•	Soldering skills (a plus) 
•	Guitar/bass player (a plus)
"
34|✭✭✭Become a Web Developer. No Experience Needed (Remote)|N/A|Mar 24|https://boston.craigslist.org/gbs/sof/d/boston-become-web-developer-no/7296323620.html|"
compensation: $60,000-$120,000 depending on the company

employment type: full-time

telecommuting ok

"|"

QR Code Link to This Post


Start your next career in tech by joining Career Karma where we will help you prepare to become a Software Developer and help you get accepted into top Software job training programs. Career Karma is always free.

Average graduate salaries range between $60,000-120,000 per year in Coding, Design, Data Science roles. 

👉How to apply:  fill out this 1 minute form

What is Career Karma?
Career Karma is a free service that helps you explore courses and connect with other students like you, taking online courses to learn new in-demand skills. In less than 30 days, we will help you discover tech careers, prepare and get accepted into top job training programs in Boston.

We’ve helped thousands of people get high paying jobs in less than 12 months. Check out the story of Kesha Lake, who is a mom and music teacher. She joined Career Karma in January 2019 by November 2019, we helped her get a  Remote Software Engineering job making $98,000 working for StitchFix. 

📺Here is a video with our founder Ruben Harris on CNBC explaining how we have helped 100,000 Americans get jobs in technology.


Who is this for:
- Desire to acquire a new high in demand skill (like coding, design, cyber security, data science and analytics, and sales)
- Have a high level of motivation, energy, and attitude


Other highlights:
- No previous experience in technology
- No degree necessary
- No upfront deposit or fees to Join Career Karma. Completely FREE
- No one is too young or too old
- Diverse backgrounds is a plus

👉How to apply:  fill out this 1 minute form



"
35|Seeking Contractor: Backend Developer|N/A|Mar 23|https://boston.craigslist.org/gbs/sof/d/cambridge-seeking-contractor-backend/7296062829.html|"
compensation: 20-25/hr

employment type: contract

"|"

QR Code Link to This Post


Agency is looking for a backend developer to supplement work on an existing project on a contract basis. Contract will entail mostly adding features, some bug fixes.

Technology stack is express, typescript, postgres

Work will be 100% remote using Slack and kanban. Experience with remote work is preferred. You'll be working with an experienced remote team of developers.

30-40hrs/week
20-25/hr

Starts immediately
NDA required
Potential for future contracts if fit is good

Please respond with:
-Availability (start date, hours per week)
-Resume/github/portfolio
-Use subject line: BE dev    "
36|Software Engineer|Remote|Mar 23|https://boston.craigslist.org/gbs/sof/d/andover-software-engineer/7295881009.html|"
compensation: To Be Discussed

employment type: full-time

"|"

QR Code Link to This Post



Join Hired and find your dream job as a Software Engineer at one of 10,000+ companies looking for candidates just like you.
This is a role that fuses both creative and practical concerns, as these engineers are responsible for everything the website user encounters, including scrolling functions and graphics, as well as creating the logic, database interactions and server configuration on the application's backend.

Responsibilities Include:

The development and maintenance of client-side and server-side applications.
Working with other web developers as well as marketing teams and engineers to ensure the right look and necessary features are included in your work.
Designing tests that will be implemented to keep software functional.
Stay on top of expanding technologies and engineering trends.



Companies on Hired apply to you, not the other way around. You'll receive salary and compensation details upfront - before the interview - and be able to choose from a variety of industries you're interested in, to find a job You'll love in less than 2 weeks.
To Learn More and Apply: Click Here "
37|✭✭✭Become a Web Developer. No Experience Needed (Remote)|N/A|Mar 23|https://boston.craigslist.org/gbs/sof/d/boston-become-web-developer-no/7295788648.html|"
compensation: $60,000-$120,000 depending on the company

employment type: full-time

telecommuting ok

"|"

QR Code Link to This Post


Start your next career in tech by joining Career Karma where we will help you prepare to become a Software Developer and help you get accepted into top Software job training programs. Career Karma is always free.

Average graduate salaries range between $60,000-120,000 per year in Coding, Design, Data Science roles. 

👉How to apply:  fill out this 1 minute form

What is Career Karma?
Career Karma is a free service that helps you explore courses and connect with other students like you, taking online courses to learn new in-demand skills. In less than 30 days, we will help you discover tech careers, prepare and get accepted into top job training programs in Boston.

We’ve helped thousands of people get high paying jobs in less than 12 months. Check out the story of Kesha Lake, who is a mom and music teacher. She joined Career Karma in January 2019 by November 2019, we helped her get a  Remote Software Engineering job making $98,000 working for StitchFix. 

📺Here is a video with our founder Ruben Harris on CNBC explaining how we have helped 100,000 Americans get jobs in technology.


Who is this for:
- Desire to acquire a new high in demand skill (like coding, design, cyber security, data science and analytics, and sales)
- Have a high level of motivation, energy, and attitude


Other highlights:
- No previous experience in technology
- No degree necessary
- No upfront deposit or fees to Join Career Karma. Completely FREE
- No one is too young or too old
- Diverse backgrounds is a plus

👉How to apply:  fill out this 1 minute form



"
38|✭✭✭Become a Web Developer. No Experience Needed (Remote)|N/A|Mar 21|https://boston.craigslist.org/gbs/sof/d/boston-become-web-developer-no/7294921377.html|"
compensation: $60,000-$120,000 depending on the company

employment type: full-time

telecommuting ok

"|"

QR Code Link to This Post


Start your next career in tech by joining Career Karma where we will help you prepare to become a Software Developer and help you get accepted into top Software job training programs. Career Karma is always free.

Average graduate salaries range between $60,000-120,000 per year in Coding, Design, Data Science roles. 

👉How to apply:  fill out this 1 minute form

What is Career Karma?
Career Karma is a free service that helps you explore courses and connect with other students like you, taking online courses to learn new in-demand skills. In less than 30 days, we will help you discover tech careers, prepare and get accepted into top job training programs in Boston.

We’ve helped thousands of people get high paying jobs in less than 12 months. Check out the story of Kesha Lake, who is a mom and music teacher. She joined Career Karma in January 2019 by November 2019, we helped her get a  Remote Software Engineering job making $98,000 working for StitchFix. 

📺Here is a video with our founder Ruben Harris on CNBC explaining how we have helped 100,000 Americans get jobs in technology.


Who is this for:
- Desire to acquire a new high in demand skill (like coding, design, cyber security, data science and analytics, and sales)
- Have a high level of motivation, energy, and attitude


Other highlights:
- No previous experience in technology
- No degree necessary
- No upfront deposit or fees to Join Career Karma. Completely FREE
- No one is too young or too old
- Diverse backgrounds is a plus

👉How to apply:  fill out this 1 minute form



"
39|✭✭✭Become a Web Developer. No Experience Needed (Remote)|N/A|Mar 21|https://boston.craigslist.org/gbs/sof/d/boston-become-web-developer-no/7294674291.html|"
compensation: $60,000-$120,000 depending on the company

employment type: full-time

telecommuting ok

"|"

QR Code Link to This Post


Start your next career in tech by joining Career Karma where we will help you prepare to become a Software Developer and help you get accepted into top Software job training programs. Career Karma is always free.

Average graduate salaries range between $60,000-120,000 per year in Coding, Design, Data Science roles. 

👉How to apply:  fill out this 1 minute form

What is Career Karma?
Career Karma is a free service that helps you explore courses and connect with other students like you, taking online courses to learn new in-demand skills. In less than 30 days, we will help you discover tech careers, prepare and get accepted into top job training programs in Boston.

We’ve helped thousands of people get high paying jobs in less than 12 months. Check out the story of Kesha Lake, who is a mom and music teacher. She joined Career Karma in January 2019 by November 2019, we helped her get a  Remote Software Engineering job making $98,000 working for StitchFix. 

📺Here is a video with our founder Ruben Harris on CNBC explaining how we have helped 100,000 Americans get jobs in technology.


Who is this for:
- Desire to acquire a new high in demand skill (like coding, design, cyber security, data science and analytics, and sales)
- Have a high level of motivation, energy, and attitude


Other highlights:
- No previous experience in technology
- No degree necessary
- No upfront deposit or fees to Join Career Karma. Completely FREE
- No one is too young or too old
- Diverse backgrounds is a plus

👉How to apply:  fill out this 1 minute form



"
40|Mortgage Loan Closer|Medford, MA|Mar 19|https://boston.craigslist.org/gbs/sof/d/medford-mortgage-loan-closer/7293696773.html|"
compensation: Commensurate with Experience

employment type: full-time

"|"

QR Code Link to This Post


Founded locally in 1969 by Marshall M. Sloane, Century Bank is New England's largest family‐run bank with 27 branches throughout Greater Boston. Today Century Bank is the Bank families and businesses rely on -- a place where you can count on getting personal attention. Whether you need a free checking account, easy online banking or a sophisticated financial solution, you'll find it at Century Bank. For more information, visit www.CenturyBank.com.
Currently, we are searching for enthusiastic individuals to join the Century team!  
Job overview:

The focus of the Mortgage Loan Closer is to coordinate loan closings for purchase and refinance mortgages, home equity lines/loans and HEAT loans in compliance with industry and banking regulations and standards.
Responsibilities: "
41|Mortgage Loan Underwriter|Medford, MA|Mar 19|https://boston.craigslist.org/gbs/sof/d/medford-mortgage-loan-underwriter/7293696372.html|"
compensation: Commensurate with Experience

employment type: full-time

"|"

QR Code Link to This Post


Founded locally in 1969 by Marshall M. Sloane, Century Bank is New England's largest family‐run bank with 27 branches throughout Greater Boston. Today Century Bank is the Bank families and businesses rely on -- a place where you can count on getting personal attention. Whether you need a free checking account, easy online banking or a sophisticated financial solution, you'll find it at Century Bank. For more information, visit www.CenturyBank.com.
Currently, we are searching for enthusiastic individuals to join the Century team!  
Job overview:

 Reporting to the Senior Vice President of Consumer Lending, the candidate for this position analyzes employment profile, credit strength, property characteristics, and all other information pertinent to the credit decision process on each mortgage application.  Underwrites and recommends for approval, denial, suspension or counteroffer, mortgage applications in accordance with established bank strategies, policies and procedures while also ensuring compliance with state and federal regulatory requirements. Maintains a constant working knowledge of portfolio and PMI underwriting guidelines as outlined in the bank’s credit policy manual.  Works closely with processing staff and branch managers to ensure all required documentation is obtained, reviewed and acceptable.
Responsibilities: "
42|Engineering Manager|Cambriidge|Mar 18|https://boston.craigslist.org/gbs/sof/d/cambridge-engineering-manager/7293361981.html|"
compensation: competitive compensation and benefits

employment type: full-time

"|"

QR Code Link to This Post


.  Engineering as defined by all technical functions with exception of Software Development.  This key position will be responsible for managing the R&D pipeline, post launch technical support, and 

Duties
•	Manage the R&D personnel and pipeline
o	Prioritize and communicate R&D goals.  
o	Communication of timeliness and cost/benefit assumptions is a paramount function of this position.
•	Manage support engineering personnel and pipeline
o	Develop procedures to increase reliability of installed systems
o	Keep group focused on initiatives that are deliverable and cost effective.

•	Collaborate with Software Development and  Supply Chain teams to ensure consistency with business goals.
•	Engage with customers, sales force, and industry events to ensure we are staying abreast of and incorporating latest technology trends

Qualifications
•	15 years of engineering experience with electro-mechanical systems
•	7 years of progressive management experience of an engineering staff
•	Understanding of field deployed remote IoT systems is beneficial.
•	Able to work in an integrated workplace where job definition is not a constraint rather it is a start point.  “Boundryless” behavior is a must
•	Understanding of financial statements and basic financial acumen.
"
43|Best In-Demand IT Skills & Job Training Program|N/A|Mar 18|https://boston.craigslist.org/gbs/sof/d/boston-best-in-demand-it-skills-job/7293165293.html|"
compensation: as per experience

employment type: employee's choice

"|"

QR Code Link to This Post


If you’re looking for an extra edge in landing a new job or promotion, cloud certification can be a great option.

A lot of opportunities will open up: you can pursue career paths like AWS Solutions Architect, Cloud Developer, AWS Engineer, Cloud Systems Engineer, DevOps Engineer, Cloud Architect and AWS SysOps Admin among others. AWS training will help you grab this opportunity and accelerate your career.

Why AWS?

With the increasing focus on cloud computing and infrastructure over the last several years, cloud architects are in great demand worldwide. Many organizations have moved to cloud platforms for better scalability, mobility, and security, and cloud solutions architects are among the highest paid professionals in the IT industry. According to Forbes, enterprise IT architects with cloud computing expertise are earning a median salary of $137,957.

Why ZiyoTek Institute of Technology?

ZiyoTek is Accredited by Higher Learning Commission.

No matter the stage of your cloud initiative, ZiyoTek can help every step of the way. AWS Certification Training from ZiyoTek is designed to provide in-depth knowledge about AWS architectural principles and its services. We offer structured AWS training with an updated curriculum as per current industry requirements and best hands-on practices. We have passionate AWS Instructors who not only have real-world experience, but also go through a rigorous process to validate their teaching expertise. The school also offers personalized financial planning options.

Are you ready to Jump-Start Your Career and Increase Your Salary ?

Sign up for free Event hosted by experienced instructors, where you can learn a lot about the program.

Register:https://www.eventbrite.com/e/cloud-architect-online-info-session-e-015ca-sp21-tickets-149698858315 "
